Release Year,ID,Name
1990,30326,Gremlins 2: The New Batch
1992,30327,Bed & Breakfast (I)
1990,30329,Till There Was You
1990,30330,Masters of Menace
1990,30331,Too Much Sun
1991,30336,Class Action
1990,30339,Full Fathom Five
1990,30341,Awakenings
1990,30342,Avalon
1990,30349,Hidden Agenda
1990,30354,Maniac Cop 2
1990,30355,The Grifters
1990,30359,Quick Change
1990,30360,Metamorphosis: The Alien Factor
1990,30365,Hardware
1990,30369,Quigley Down Under
1991,30370,Scissors
1990,30372,Slumber Party Massacre III
1990,30374,Pump Up the Volume
1990,30376,Repossessed
1990,30380,Presumed Innocent
1991,30389,Eve of Destruction
1990,30392,Back to the Future Part III
1990,30393,Mr. & Mrs. Bridge
1990,30401,Midnight Ride
1990,30402,Die Hard 2
1990,30404,Lionheart
1990,30410,Solar Crisis
1979,30411,A Life of Sin
1990,30429,Going Under
1991,30552,Convicts
1990,30553,Memphis Belle
1990,30554,Bright Angel
1990,30558,Wild at Heart
1990,30560,Jetsons: The Movie
1990,30562,Dick Tracy
1990,30566,Problem Child
1991,30578,Cold Heaven
1990,30582,White Palace
1990,30583,Child's Play 2
1990,30592,Arachnophobia
1990,30594,Mister Johnson
1990,30595,Betsy's Wedding
1990,30597,Taking Care of Business
1990,30598,Home Alone
1990,30606,Darkman
1991,30609,Rock 'n' Roll High School Forever
1990,30610,Mo' Better Blues
1990,30611,Listen Up: The Lives of Quincy Jones
1990,30613,Goodfellas
1990,30616,My Blue Heaven (I)
1990,30618,Eminent Domain
1991,30620,Highway to Hell
1991,30621,Buddy's Song
1990,30628,Night of the Living Dead
1990,30629,The Russia House
1991,30630,L.A. Story
1990,30635,DuckTales: The Movie - Treasure of the Lost Lamp
1990,30636,Guns
1991,30637,The Commitments
1990,30638,Rosencrantz & Guildenstern Are Dead
1990,30639,Come See the Paradise
1992,30643,Mindwarp
1990,30644,Young Guns II
1990,30645,Predator 2
1990,30651,The Exorcist III
1990,30652,Henry & June
1990,30658,Edward Scissorhands
1991,30665,Queens Logic
1991,30671,Sleeping with the Enemy
1991,30673,Mannequin: On the Move
1990,30679,Bloodfist II
1990,30686,Alice
1991,30695,Defenseless
1990,30706,Mr. Destiny
1990,30709,Club Fed
1991,30710,The Doors
1991,30715,Delusion
1991,30720,Night of the Warrior
1991,30727,Killing Streets
1991,30728,Sweet Talker
1991,30733,Off and Running
1991,30734,Once Around
1990,30737,Pacific Heights
1990,30739,Graveyard Shift
1991,30740,Puppet Master II
1990,30742,Marked for Death
1990,30743,The Sheltering Sky
1990,30747,Sibling Rivalry
1991,30750,The Taking of Beverly Hills
1991,30754,Not Without My Daughter
1991,30755,The Butcher's Wife
1991,30756,Dead Again
1991,30757,"He Said, She Said"
1991,30759,Regarding Henry
1991,30760,Stepping Out
1991,30763,Kickboxer 2: The Road Back
1990,30768,Look Who's Talking Too
1991,30769,The Fisher King
1991,30770,The Prince of Tides
1991,30771,Return to the Blue Lagoon
1991,30772,Boyz N the Hood
1990,30773,Misery
1992,30774,Radio Flyer
1990,30776,The Prince and the Pauper
1991,30777,Steel and Lace
1990,30778,Graffiti Bridge
1991,30782,Mortal Thoughts
1990,30783,The Spirit of '76
1991,30784,Rock-a-Doodle
1990,30787,3 Men and a Little Lady
1990,30790,The Rescuers Down Under
1990,30791,Rocky V
1991,30792,Guilty by Suspicion
1990,30793,Green Card
1991,30794,Delirious
1990,30797,The Rookie
1992,30811,Timescape
1990,30812,Hamlet (I)
1990,30817,Almost an Angel
1991,30830,Company Business
1991,30832,Femme Fatale
1991,30834,The Terror Within II
1990,30840,Havana (I)
1990,30841,The Bonfire of the Vanities
1991,30851,Scenes from a Mall
1990,30860,Kindergarten Cop
1993,30862,A Captive in the Land
1991,30865,Timebomb
1991,30869,Fires Within
1991,30876,Highlander II: The Quickening
1991,30883,Hard Promises
1991,30885,White Fang (I)
1991,30887,Shattered
1992,30888,Leather Jackets
1991,30893,Career Opportunities
1991,30896,Hangin' with the Homeboys
1991,30899,Guilty as Charged
1992,30904,Alan & Naomi
1991,30907,Liebestraum
1990,30911,Haakon Haakonsen
1991,30912,And You Thought Your Parents Were Weird
1991,30913,Hangfire
1991,30915,Born to Ride
1991,30916,Defending Your Life
1992,30917,CrissCross
1991,30923,Whore
1991,30928,Beastmaster 2: Through the Portal of Time
1991,30929,New Jack City
1991,30932,Switch
1991,30935,The Man in the Moon
1991,30941,A Kiss Before Dying
1994,30942,Blue Sky
1992,30943,Love Field
1991,30944,F/X2
1991,30945,King Ralph
1990,30948,A Gnome Named Gnorm
1991,30949,The Ballad of the Sad Cafe
1994,30953,The Favor
1994,30954,There Goes My Baby
1991,30955,Nothing But Trouble
1991,30956,Only the Lonely
1991,30959,The Unborn
1991,30963,Dogfight
1991,30966,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
1991,30971,Frankie and Johnny
1992,30972,Brain Donors
1991,30973,The Naked Gun 2½: The Smell of Fear
1991,30974,Soapdish
1991,30976,The Hard Way
1991,30978,Oscar (I)
1991,30979,Life Stinks
1991,30981,Children of the Night
1991,30985,The Addams Family
1994,30986,"Car 54, Where Are You?"
1994,30987,Clifford
1991,30988,Little Man Tate
1992,30989,Article 99
1991,30989,Married to It
1994,30990,China Moon
1993,30993,The Dark Half
1991,30994,Mystery Date
1992,30996,Night and the City
1993,31000,Gettysburg
1993,31001,Fire on the Amazon
1991,31007,The Perfect Weapon
1992,31008,Dead On: Relentless II
1993,31009,Wilder Napalm
1991,31010,Bingo
1991,31011,Thelma & Louise
1991,31013,Afraid of the Dark
1991,31027,Drop Dead Fred
1991,31030,Dying Young
1991,31033,If Looks Could Kill
1991,31037,The Rapture
1991,31040,Wild Hearts Can't be Broken
1992,31041,Big Girls Don't Cry... They Get Even
1991,31042,The Five Heartbeats
1991,31043,Stone Cold (I)
1991,31047,Servants of Twilight
1991,31052,Guyver
1991,31054,Dolly Dearest
1991,31056,Diplomatic Immunity (I)
1993,31058,Fatal Inheritance (I)
1991,31059,The Marrying Man
1991,31062,Toy Soldiers
1992,31063,Mikey
1992,31067,House IV
1993,31067,Jason Goes to Hell: The Final Friday
1991,31075,The Linguini Incident
1991,31078,Dutch
1991,31083,Stone Cold
1991,31084,Double Impact
1991,31087,Talkin' Dirty After Dark
1991,31093,Out for Justice
1960,31094,Spartacus (1991 Restoration Version)
1991,31095,Barton Fink
1991,31102,Point Break
1991,31103,Do or Die
1991,31104,Driving Me Crazy (I)
1991,31106,Missing Pieces
1992,31109,Rage and Honor
1991,31110,Body Parts
1992,31111,Cool World
1991,31112,Star Trek VI: The Undiscovered Country
1991,31119,One Good Cop
1991,31120,Final Approach
1991,31124,The Indian Runner
1991,31126,Madonna: Truth or Dare
1992,31127,Falling From Grace
1991,31128,A Rage in Harlem
1991,31130,Backdraft
1991,31136,Trancers II
1991,31142,City Slickers
1991,31145,Pyrates
1991,31147,What About Bob?
1991,31149,Homicide
1991,31153,"Sex, Drugs, Rock & Roll"
1991,31159,Rambling Rose
1991,31159,Terminator 2: Judgment Day
1991,31160,K2
1991,31162,Hudson Hawk
1991,31164,Past Midnight
1992,31165,976-Evil II
1992,31165,We're Talkin' Serious Money
1991,31166,Bill & Ted's Bogus Journey
1993,31167,RoboCop 3
1991,31168,Jungle Fever
1991,31169,Mississippi Masala
1991,31170,Harley Davidson and the Marlboro Man
1992,31172,Nickel & Dime
1991,31175,McBain
1992,31177,Back in the U.S.S.R.
1991,31178,The Super
1992,31180,Animal Instincts
1992,31182,One False Move
1991,31183,Motorama
1992,31185,Intimate Stranger (II)
1991,31186,Year of the Gun
1991,31187,Livin' Large!
1991,31189,Don't Tell Mom the Babysitter's Dead
1992,31193,Bloodfist III: Forced to Fight
1992,31195,Ironheart
1991,31196,Doc Hollywood
1991,31197,Suburban Commando
1992,31198,Gladiator
1991,31199,The Inner Circle
1991,31200,Under Suspicion
1991,31201,My Girl
1991,31202,The Human Shield
1991,31204,Paris Trout
1991,31205,The Finest Hour
1991,31206,The Rocketeer
1991,31212,My Own Private Idaho
1991,31216,Robin Hood: Prince of Thieves
1991,31219,Problem Child 2
1991,31221,Subspecies
1991,31225,Mobsters
1992,31229,Samantha
1991,31233,Wild Orchid II: Two Shades of Blue
1991,31234,True Identity
1991,31242,V.I. Warshawski
1991,31246,Shout
1991,31247,For the Boys
1991,31251,Another You
1992,31265,Little Sister
1992,31268,Nervous Ticks
1991,31269,Pure Luck
1991,31273,Child's Play 3
1991,31277,Freddy's Dead: The Final Nightmare
1991,31278,Bugsy
1992,31284,Prey of the Chameleon
1991,31287,The Doctor
1991,31291,Puppet Master III: Toulon's Revenge
1991,31293,The Dark Wind
1991,31294,Neon City
1991,31303,Hot Shots!
1992,31308,Wayne's World
1991,31309,All I Want for Christmas
1992,31310,School Ties
1991,31312,Showdown in Little Tokyo
1991,31313,Rover Dangerfield
1992,31317,Passed Away
1992,31319,Mom and Dad Save the World
1992,31322,The Resurrected
1991,31326,Kafka
1992,31327,Love Potion No. 9
1992,31328,My Cousin Vinny
1992,31329,Invader
1991,31330,Lonely Hearts
1992,31333,Fathers & Sons
1992,31338,The Waterdance
1992,31339,Double Trouble (I)
1991,31342,Critters 3
1992,31343,Critters 4
1991,31344,Shadows and Fog
1991,31352,The Hitman (I)
1992,31358,FernGully: The Last Rainforest
1991,31364,Necessary Roughness
1992,31365,Mirror Images
1992,31366,Shining Through
1991,31367,Late for Dinner
1993,31368,Jack the Bear
1991,31373,Dollman
1992,31374,Netherworld
1992,31375,Prelude to a Kiss
1991,31377,29th Street
1991,31378,Paradise
1992,31380,Basic Instinct
1992,31381,Dracula
1991,31385,House Party 2
1992,31386,Roadside Prophets
1992,31389,This Is My Life
1991,31390,Grand Canyon
1991,31391,Deceived
1992,31392,Alien³
1991,31396,The People Under the Stairs
1991,31399,Ricochet
1990,31402,Dances with Wolves (Director's Cut)
1991,31403,Cool as Ice
1991,31404,An American Tail: Fievel Goes West
1992,31409,Aces: Iron Eagle III
1992,31411,Incident at Oglala
1992,31414,Universal Soldier
1992,31415,Medicine Man
1991,31419,Ernest Scared Stupid
1992,31420,Sleepwalkers
1992,31421,Once Upon a Crime...
1992,31422,Kuffs
1992,31424,"Gas, Food Lodging"
1992,31426,Body Waves
1991,31431,Curly Sue
1992,31432,Noises Off...
1991,31433,Rush
1991,31434,All-American Murder
1992,31442,Rapid Fire
1991,31448,Other People's Money
1992,31450,Blame It on the Bellboy
1992,31452,Where the Day Takes You
1992,31453,Crossing the Bridge
1992,31458,Mo' Money
1992,31460,Waxwork II: Lost in Time
1991,31467,Cape Fear
1992,31468,Meatballs 4
1993,31473,Family Prayers
1991,31476,Billy Bathgate
1992,31477,Beethoven
1992,31489,Reservoir Dogs
1992,31493,Bad Lieutenant
1992,31495,The Mambo Kings
1993,31501,When the Party's Over
1992,31502,Love Crimes
1993,31503,The Pickle
1992,31505,The Hand That Rocks the Cradle
1992,31507,Jumpin' at the Boneyard
1992,31510,Blackbelt
1992,31513,Single White Female
1992,31514,Hero (I)
1992,31516,A League of Their Own
1993,31517,Hexed
1992,31519,Fifty/Fifty
1991,31522,The Last Boy Scout
1992,31523,The Cutting Edge
1992,31524,Ladybugs
1991,31530,Father of the Bride
1992,31531,Juice
1991,31536,Naked Lunch
1991,31538,Hook
1992,31539,Light Sleeper
1991,31540,Fried Green Tomatoes
1990,31545,American Ninja 4: The Annihilation
1992,31546,Knight Moves
1993,31548,Silent Victim
1992,31551,Mistress
1992,31552,The Vagrant
1992,31553,Thunderheart
1992,31554,Jersey Girl
1992,31559,Howards End
1991,31561,JFK
1992,31566,Demonic Toys
1992,31567,Freejack
1992,31569,Howards End
1992,31573,Folks!
1992,31574,Man Trouble
1992,31575,Amityville 1992: It's About Time
1993,31575,House of Cards
1992,31581,Sunset Heat
1992,31584,Only You (I)
1992,31587,The Playboys
1992,31589,American Me
1992,31592,The Vagrant
1992,31593,There Goes the Neighborhood
1992,31594,Bébé's Kids
1992,31595,Boomerang
1993,31596,Indecent Proposal
1992,31597,Jennifer Eight
1992,31598,Patriot Games
1992,31599,The Player
1992,31600,Final Analysis
1992,31601,Memoirs of an Invisible Man
1992,31607,Storyville
1992,31611,Illusions (I)
1993,31614,Buford's Beach Bunnies
1992,31615,White Men Can't Jump
1992,31616,That Night
1992,31618,Poison Ivy
1992,31619,The Power of One
1992,31623,The Babe
1993,31625,Dreamrider
1992,31630,Frozen Assets
1992,31632,The Lawnmower Man
1992,31636,Stop! Or My Mom Will Shoot
1992,31643,Glengarry Glen Ross
1992,31644,Year of the Comet
1992,31647,Deep Cover
1992,31648,Meatballs 4
1992,31661,HouseSitter
1992,31663,Ruby
1992,31671,Far and Away
1992,31682,Newsies
1993,31683,Wide Sargasso Sea
1992,31685,City of Joy
1992,31686,Wuthering Heights
1992,31693,Bad Lieutenant
1992,31694,American Heart
1992,31697,Children of the Corn II: The Final Sacrifice
1992,31701,Singles
1992,31702,Straight Talk
1992,31703,Hard Hunted
1992,31705,Leaving Normal
1992,31713,Mac
1993,31714,Groundhog Day
1992,31715,Out on a Limb
1992,31716,Hit the Dutchman
1993,31717,Me and Veronica
1992,31718,Twin Peaks: Fire Walk with Me
1992,31721,Live Wire
1993,31724,To Sleep With a Vampire
1993,31726,Little Miss Millions
1992,31727,White Sands
1992,31733,Bob Roberts
1993,31740,Poetic Justice
1993,31741,Nowhere to Run
1993,31742,The Age of Innocence
1993,31743,Calendar Girl
1992,31744,Whispers in the Dark
1992,31746,Leap of Faith
1992,31748,Class Act
1992,31752,Equinox
1992,31753,A Stranger Among Us
1992,31754,Nails
1992,31755,Miracle Beach
1992,31756,Sketch Artist
1992,31757,Unforgiven
1992,31761,Bloodfist IV: Die Trying
1993,31762,White Wolves: A Cry in the Wild II
1992,31768,Diggstown
1992,31773,The Opposite Sex and How to Live with Them
1993,31779,Watch It
1992,31783,Raising Cain
1992,31786,Raising Cain
1993,31789,Mr. Jones
1993,31794,Rich in Love
1992,31798,Guncrazy
1992,31799,Of Mice and Men
1992,31803,Sister Act
1992,31813,Lethal Weapon 3
1992,31814,Nemesis
1992,31830,Honeymoon in Vegas
1993,31831,The Webbers
1992,31838,Buffy the Vampire Slayer
1992,31839,Encino Man
1992,31844,Army of Darkness
1992,31845,Batman Returns
1992,31848,Mr. Baseball
1992,31851,Kickboxer 3: The Art of War
1992,31854,Honey I Blew Up the Kid
1993,31859,Sniper
1992,31866,Unlawful Entry
1993,31867,Sins of Desire
1992,31870,Candyman
1992,31873,Traces of Red
1992,31874,Home Alone 2: Lost in New York
1992,31878,The Last of the Mohicans
1993,31879,American Ninja V
1993,31880,Shadowhunter
1992,31883,A River Runs Through It
1993,31888,Three of Hearts
1993,31896,Midnight Kiss
1992,31897,Carry on Columbus
1993,31898,The Sandlot
1992,31899,Used People
1992,31900,Christopher Columbus: The Discovery
1992,31903,Pet Sematary II
1992,31908,Husbands and Wives
1992,31916,3 Ninjas
1992,31924,Fortress
1993,31925,Striking Distance
1992,31926,The Public Eye
1992,31932,Peter's Friends
1992,31932,Toys
1992,31933,American Samurai
1992,31934,South Central
1992,31941,The Double 0 Kid
1992,31942,Stay Tuned
1992,31947,Death Becomes Her
1993,31952,Kalifornia
1992,31954,A Few Good Men
1993,31960,Doppelganger
1992,31961,Sneakers
1992,31965,Innocent Blood
1992,31967,El mariachi
1992,31969,Intent to Kill
1992,31972,The Gun in Betty Lou's Handbag
1992,31973,Wind
1993,31990,Mad Dog and Glory
1993,31991,The Vanishing
1993,31992,Rising Sun
1993,31994,The Trial
1992,31996,Chaplin
1993,31997,Cliffhanger
1992,32002,Mr. Saturday Night
1993,32013,Alien Intruder
1993,32014,Ring of Fire II: Blood and Steel
1992,32022,Pure Country
1993,32025,Loaded Weapon 1
1993,32026,Surf Ninjas
1993,32027,Mr. Nanny
1992,32033,Passenger 57
1992,32041,Captain Ron
1992,32042,Sarafina!
1992,32043,Beyond the Law
1992,32047,Lorenzo's Oil
1992,32048,1492: Conquest of Paradise
1993,32051,Trouble Bound
1992,32052,Consenting Adults
1992,32055,The Mighty Ducks
1992,32058,Under Siege
1993,32064,Once Upon a Forest
1993,32065,Street Knight
1992,32066,Hoffa
1993,32067,Untamed Heart
1993,32075,Bad Behaviour
1993,32076,Extreme Justice
1993,32081,Splitting Heirs
1992,32082,Dr. Giggles
1993,32083,Body Snatchers
1992,32086,The Bodyguard
1993,32089,Last Action Hero
1992,32090,Forever Young
1994,32092,Love and a .45
1993,32096,Best of the Best 2
1993,32097,Rage and Honor II
1992,32102,Malcolm X
1993,32108,Body of Evidence
1992,32109,Just Another Girl on the I.R.T.
1993,32111,All Tied Up
1993,32112,Alive
1992,32115,Sidekicks
1993,32116,Relentless 3
1993,32117,Menace II Society
1989,32119,The Abyss (Extended Version)
1993,32120,In the Name of the Father
1993,32126,This Boy's Life
1994,32133,Fear of a Black Hat
1993,32135,Distant Cousins
1992,32136,Aladdin
1992,32138,Scent of a Woman
1993,32139,Betrayal of the Dove
1993,32143,Boiling Point (I)
1993,32146,Falling Down
1993,32148,Weekend at Bernie's II
1993,32149,Red Rock West
1993,32160,The Saint of Fort Washington
1993,32162,Made in America
1993,32163,Point of No Return
1992,32163,The Muppet Christmas Carol
1993,32164,American Cyborg: Steel Warrior
1993,32165,Night Terrors
1993,32166,The Mummy Lives
1994,32167,Hellbound
1993,32171,Ed and His Dead Mother
1992,32177,Trespass
1993,32183,Homeward Bound: The Incredible Journey
1992,32185,The Distinguished Gentleman
1993,32189,Lost in Yonkers
1993,32195,The Hit List
1993,32197,The Music of Chance
1993,32200,Teenage Mutant Ninja Turtles III
1993,32202,CB4
1993,32203,Conflict of Interest
1994,32205,Blink
1993,32206,The Hidden II
1993,32207,Who's the Man?
1993,32213,The Innocent
1993,32214,Cop and ½
1994,32224,"Corrina, Corrina"
1996,32224,Mother Night
1993,32232,Prehysteria!
1993,32233,Boxing Helena
1994,32234,The Road to Wellville
1993,32235,Scam
1993,32238,Sleepless in Seattle
1993,32241,Bound by Honor
1993,32242,Aspen Extreme
1993,32243,Matinee
1993,32244,Knights
1993,32257,Fit to Kill
1993,32259,Sommersby
1993,32260,Addams Family Values
1993,32261,Fire in the Sky
1993,32262,The Firm
1993,32263,Sliver
1993,32264,The Temp
1993,32265,The Thing Called Love
1994,32266,Gunmen
1993,32267,Warlock: The Armageddon
1993,32272,The Cemetery Club
1993,32273,Ruby Cairo
1993,32277,Carnosaur
1994,32279,Bloodfist V: Human Target
1993,32283,"Bodies, Rest & Motion"
1993,32286,Private Wars
1993,32287,To Be the Best
1993,32290,For Love or Money
1993,32294,Joshua Tree
1993,32296,Amos & Andrew
1993,32304,Me and the Kid
1993,32306,Tropical Heat
1993,32307,Night Eyes Three
1993,32309,Much Ado About Nothing
1993,32310,Running Cool
1993,32313,A Far Off Place
1993,32315,Free Willy
1993,32319,Benny & Joon
1993,32320,Amityville: A New Generation
1993,32321,Rookie of the Year
1993,32328,Bopha!
1993,32329,Son of the Pink Panther
1993,32331,Hear No Evil
1993,32332,Grey Knight
1993,32336,Amore!
1993,32342,In the Line of Fire
1993,32343,The Crush
1993,32345,Swing Kids
1993,32347,Taking the Heat
1993,32348,King of the Hill
1994,32352,Lost in Africa
1993,32354,The Young Americans
1993,32355,Born Yesterday
1993,32357,Searching for Bobby Fischer
1993,32358,The Adventures of Huck Finn
1993,32365,"Love, Cheat & Steal"
1993,32366,Hot Shots! Part Deux
1993,32367,Geronimo: An American Legend
1993,32372,Guilty as Sin
1993,32375,Freaked
1993,32376,Ghost in the Machine
1993,32377,The Beverly Hillbillies
1993,32381,Dazed and Confused
1994,32385,I'll Do Anything
1993,32386,Dave
1995,32387,Hellfire (I)
1994,32388,Caroline at Midnight
1994,32389,The Unborn II
1995,32392,One Night Stand
1995,32393,Bloodfist VI: Ground Zero
